# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_upstream_gene_variant
IV00_00036566	IV00_00036566	IV00_00036566-RA	protein_coding	0	0	0	118	0	0	0	0	0	0	0	23	0	0	78	0	0	0	0	0	0	0	0	17
IV00_00036571	IV00_00036571	IV00_00036571-RA	protein_coding	0	1	1	70	2	0	0	1	0	0	0	24	0	0	26	0	0	0	1	0	0	0	0	19
IV00_00036572	IV00_00036572	IV00_00036572-RA	protein_coding	1	1	0	84	1	0	0	0	0	0	0	20	0	1	53	0	0	0	1	0	0	0	0	11
IV00_00036573	IV00_00036573	IV00_00036573-RA	protein_coding	0	0	0	84	1	0	0	0	0	0	0	20	0	0	40	0	0	0	0	0	0	0	0	23
IV00_00036575	IV00_00036575	IV00_00036575-RA	protein_coding	0	0	0	165	5	0	0	0	0	0	0	23	0	0	103	0	0	0	0	0	0	0	0	34
IV00_00036575	IV00_00036575	IV00_00036575-RB	protein_coding	0	0	0	165	5	0	0	0	0	0	0	23	0	0	103	0	0	0	0	0	0	0	0	34
IV00_00036576	IV00_00036576	IV00_00036576-RA	protein_coding	0	0	0	64	0	0	0	0	0	0	0	27	0	0	15	0	0	0	0	0	0	0	0	22
IV00_00036578	IV00_00036578	IV00_00036578-RA	protein_coding	1	0	0	53	1	0	0	0	0	0	0	9	0	1	18	0	0	0	0	0	0	0	0	25
IV00_00036579	IV00_00036579	IV00_00036579-RA	protein_coding	0	0	0	33	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	20
IV00_00036580	IV00_00036580	IV00_00036580-RA	protein_coding	0	0	0	39	0	0	0	0	0	0	0	14	0	0	11	0	0	0	0	0	0	0	0	14
IV00_00036581	IV00_00036581	IV00_00036581-RA	protein_coding	0	0	0	73	3	0	0	0	0	0	0	17	0	0	38	0	0	0	0	0	0	0	0	15
IV00_00036582	IV00_00036582	IV00_00036582-RA	protein_coding	0	0	0	52	2	0	0	0	0	0	0	12	0	0	19	0	0	0	0	0	0	0	0	19
IV00_00036582	IV00_00036582	IV00_00036582-RB	protein_coding	0	0	0	54	5	0	0	0	0	0	0	5	0	0	25	0	0	0	0	0	0	0	0	19
IV00_00036584	IV00_00036584	IV00_00036584-RA	protein_coding	2	0	0	47	0	0	0	0	0	0	0	12	0	2	20	0	0	0	0	0	1	0	0	15
IV00_00036586	IV00_00036586	IV00_00036586-RA	protein_coding	1	0	0	27	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	11
IV00_00036587	IV00_00036587	IV00_00036587-RA	protein_coding	0	0	0	48	0	0	0	0	0	0	0	20	0	0	0	19	0	0	0	0	0	0	0	9
IV00_00036587	IV00_00036587	IV00_00036587-RB	protein_coding	0	1	0	62	0	0	0	0	0	0	0	18	0	0	20	0	0	0	1	0	0	0	0	25
IV00_00036598	IV00_00036598	IV00_00036598-RA	protein_coding	1	0	0	40	0	0	0	0	0	0	0	15	0	1	5	0	0	0	0	0	0	0	0	20
IV00_00036600	IV00_00036600	IV00_00036600-RA	protein_coding	1	2	0	79	0	0	0	0	0	0	0	16	0	1	54	0	0	0	2	0	0	0	0	11
IV00_00036608	IV00_00036608	IV00_00036608-RA	protein_coding	0	1	0	96	2	0	0	0	0	0	0	11	0	0	67	0	0	0	1	0	0	0	0	17
IV00_00036610	IV00_00036610	IV00_00036610-RA	protein_coding	0	1	0	50	5	0	0	0	0	0	0	13	0	0	23	1	0	0	1	0	0	0	0	8
IV00_00036611	IV00_00036611	IV00_00036611-RA	protein_coding	0	0	0	71	0	0	0	0	0	0	0	8	0	0	41	0	0	0	0	0	0	0	0	22
IV00_00036613	IV00_00036613	IV00_00036613-RA	protein_coding	0	0	1	68	0	0	0	0	0	1	0	10	0	0	21	0	0	0	0	0	0	0	0	37
IV00_00036637	IV00_00036637	IV00_00036637-RA	protein_coding	0	3	0	105	0	0	0	0	0	0	0	28	0	0	49	0	0	0	3	0	0	0	0	31
IV00_00036638	IV00_00036638	IV00_00036638-RA	protein_coding	0	0	0	104	0	0	2	0	0	0	0	24	0	0	57	0	0	0	0	0	0	0	0	21
IV00_00036676	IV00_00036676	IV00_00036676-RA	protein_coding	0	0	0	59	0	0	0	0	0	0	0	36	0	0	21	0	0	0	0	0	0	0	0	2
IV00_00036693	IV00_00036693	IV00_00036693-RA	protein_coding	0	0	0	173	0	0	0	0	0	0	0	73	0	0	73	0	0	0	0	0	0	0	0	27
IV00_00036696	IV00_00036696	IV00_00036696-RA	protein_coding	0	1	0	250	0	0	0	0	0	0	0	79	0	0	115	0	0	0	1	0	0	0	0	57
IV00_00036699	IV00_00036699	IV00_00036699-RA	protein_coding	0	0	0	211	2	0	0	0	0	0	0	96	0	0	48	0	0	0	0	0	0	0	0	65
IV00_00036700	IV00_00036700	IV00_00036700-RA	protein_coding	0	0	0	159	0	0	0	0	0	0	0	74	0	0	54	0	0	0	0	0	0	0	0	31
IV00_00036701	IV00_00036701	IV00_00036701-RA	protein_coding	0	0	0	111	0	0	0	0	0	0	0	47	0	0	34	0	0	0	0	0	0	0	0	30
IV00_00036702	IV00_00036702	IV00_00036702-RA	protein_coding	1	0	0	280	0	0	0	0	0	0	0	53	0	1	180	0	0	0	0	0	0	0	0	47
IV00_00036708	IV00_00036708	IV00_00036708-RA	protein_coding	1	0	0	125	0	0	0	0	0	0	0	34	0	1	42	0	0	0	0	1	0	0	0	49
IV00_00036711	IV00_00036711	IV00_00036711-RA	protein_coding	0	1	0	82	0	0	0	0	0	0	0	0	0	0	33	0	0	0	1	0	0	0	0	50
IV00_00036713	IV00_00036713	IV00_00036713-RA	protein_coding	8	4	4	195	0	0	0	1	2	1	1	51	0	7	92	0	0	1	5	0	0	0	0	57
IV00_00036715	IV00_00036715	IV00_00036715-RA	protein_coding	0	0	1	138	0	0	0	0	0	0	1	41	0	0	37	0	0	0	0	0	0	0	0	60
IV00_00036720	IV00_00036720	IV00_00036720-RA	protein_coding	0	0	0	219	0	0	0	0	0	0	0	53	0	0	126	0	0	0	0	0	0	0	0	40
IV00_00036724	IV00_00036724	IV00_00036724-RA	protein_coding	0	0	1	281	15	0	0	1	0	0	0	49	0	0	189	0	0	0	0	0	0	0	0	28
IV00_00036782	IV00_00036782	IV00_00036782-RA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IV00_00036789	IV00_00036789	IV00_00036789-RA	protein_coding	29	1	8	212	0	0	0	2	1	3	3	39	2	26	157	0	2	6	9	0	1	0	0	23
IV00_00036790	IV00_00036790	IV00_00036790-RA	protein_coding	22	2	4	120	9	0	0	0	3	1	1	20	0	21	80	0	0	0	4	0	0	1	0	13
IV00_00036793	IV00_00036793	IV00_00036793-RA	protein_coding	20	1	8	261	0	0	0	4	0	4	1	20	0	19	201	0	0	1	2	0	2	0	0	42
IV00_00036796	IV00_00036796	IV00_00036796-RA	protein_coding	0	0	0	15	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	4
IV00_00036800	IV00_00036800	IV00_00036800-RA	protein_coding	0	0	0	36	0	0	0	0	0	0	0	8	0	0	16	0	0	0	0	0	0	0	0	12
IV00_00036802	IV00_00036802	IV00_00036802-RA	protein_coding	0	0	0	26	0	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0	0	9
IV00_00036803	IV00_00036803	IV00_00036803-RA	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11
IV00_00037579	IV00_00037579	IV00_00037579-RA	protein_coding	0	0	0	57	0	0	0	0	0	0	0	21	0	0	34	0	0	0	0	0	0	0	0	2
IV00_00037581	IV00_00037581	IV00_00037581-RA	protein_coding	0	2	0	78	0	0	0	0	0	0	0	10	0	0	52	0	0	0	2	0	0	0	0	18
IV00_00037583	IV00_00037583	IV00_00037583-RA	protein_coding	0	0	0	29	0	0	0	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	12
IV00_00037587	IV00_00037587	IV00_00037587-RA	protein_coding	1	4	0	119	0	0	0	0	0	0	0	32	0	1	37	0	0	0	4	0	0	0	0	54
IV00_00037588	IV00_00037588	IV00_00037588-RA	protein_coding	0	0	0	35	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	20
IV00_00037589	IV00_00037589	IV00_00037589-RA	protein_coding	0	0	0	44	0	0	0	0	0	0	0	21	0	0	15	0	0	0	0	0	0	0	0	8
IV00_00037590	IV00_00037590	IV00_00037590-RA	protein_coding	4	0	0	47	0	0	0	0	0	0	0	21	0	4	10	0	0	0	0	0	0	0	0	16
IV00_00037591	IV00_00037591	IV00_00037591-RA	protein_coding	0	0	0	58	0	0	0	0	0	0	0	20	0	0	23	0	0	0	0	0	0	0	0	15
IV00_00037593	IV00_00037593	IV00_00037593-RA	protein_coding	0	0	0	123	1	0	0	0	0	0	0	14	0	0	84	0	0	0	0	0	0	0	0	24
IV00_00037597	IV00_00037597	IV00_00037597-RA	protein_coding	0	0	0	104	0	0	0	0	0	0	0	34	0	0	32	0	0	0	0	0	0	0	0	38
IV00_00037600	IV00_00037600	IV00_00037600-RA	protein_coding	0	0	0	100	0	0	0	0	0	0	0	37	0	0	32	0	0	0	0	0	0	0	0	31
IV00_00037639	IV00_00037639	IV00_00037639-RA	protein_coding	0	0	0	55	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	28
IV00_00037666	IV00_00037666	IV00_00037666-RA	protein_coding	0	0	0	62	0	0	0	0	0	0	0	27	0	0	4	0	0	0	0	0	0	0	0	31
IV00_00037670	IV00_00037670	IV00_00037670-RA	protein_coding	0	0	0	117	26	0	0	0	0	0	0	24	0	0	27	0	0	0	0	0	0	0	0	40
IV00_00037671	IV00_00037671	IV00_00037671-RA	protein_coding	0	0	0	123	0	0	0	0	0	0	0	28	0	0	46	0	0	0	0	0	0	0	0	49
IV00_00037674	IV00_00037674	IV00_00037674-RA	protein_coding	0	0	0	73	0	0	0	0	0	0	0	26	0	0	11	0	0	0	0	0	0	0	0	36
IV00_00037678	IV00_00037678	IV00_00037678-RA	protein_coding	0	0	0	88	5	0	0	0	0	0	0	43	0	0	7	0	0	0	0	0	0	0	0	33
IV00_00037679	IV00_00037679	IV00_00037679-RA	protein_coding	0	1	0	157	0	0	0	0	0	0	0	35	0	0	107	0	0	0	1	0	0	0	0	16
IV00_00037684	IV00_00037684	IV00_00037684-RA	protein_coding	0	0	0	112	2	0	1	0	0	0	0	34	0	0	62	0	0	0	0	0	0	0	0	13
IV00_00037687	IV00_00037687	IV00_00037687-RA	protein_coding	0	2	0	80	0	0	0	0	0	0	0	12	0	0	45	0	0	0	2	0	0	0	0	25
IV00_00037690	IV00_00037690	IV00_00037690-RA	protein_coding	0	0	0	40	1	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0	0	22
IV00_00037700	IV00_00037700	IV00_00037700-RA	protein_coding	0	0	0	67	0	0	0	0	0	0	0	28	0	0	4	0	0	0	0	0	0	0	0	35
IV00_00037703	IV00_00037703	IV00_00037703-RA	protein_coding	0	0	0	52	0	0	0	0	0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	18
IV00_00037704	IV00_00037704	IV00_00037704-RA	protein_coding	0	0	0	103	0	0	0	0	0	0	0	41	0	0	38	0	0	0	0	0	0	0	0	24
IV00_00037710	IV00_00037710	IV00_00037710-RA	protein_coding	0	1	0	191	0	0	0	0	0	0	0	25	0	0	167	0	0	0	1	0	0	0	0	0
IV00_00037711	IV00_00037711	IV00_00037711-RA	protein_coding	2	0	0	70	0	0	0	0	0	0	0	26	0	2	24	0	0	0	0	0	0	0	0	20
IV00_00037713	IV00_00037713	IV00_00037713-RA	protein_coding	1	0	0	85	0	0	0	0	0	0	0	30	0	1	31	0	0	0	0	0	0	0	0	24
IV00_00037718	IV00_00037718	IV00_00037718-RA	protein_coding	0	0	0	40	0	0	0	0	0	0	0	9	0	0	20	0	0	0	0	0	0	0	0	11
IV00_00037720	IV00_00037720	IV00_00037720-RA	protein_coding	0	0	0	78	1	0	0	0	0	0	0	10	0	0	33	0	0	0	0	0	0	0	0	34
IV00_00037761	IV00_00037761	IV00_00037761-RA	protein_coding	0	0	0	107	0	0	0	0	0	0	0	47	0	0	22	0	0	0	0	0	0	0	0	38
IV00_00037772	IV00_00037772	IV00_00037772-RA	protein_coding	0	0	0	217	0	0	0	0	0	0	0	59	0	0	125	0	0	0	0	0	0	0	0	33
IV00_00037775	IV00_00037775	IV00_00037775-RA	protein_coding	2	2	0	191	0	0	0	0	0	0	0	39	0	2	128	0	0	1	3	0	0	0	0	27
IV00_00037778	IV00_00037778	IV00_00037778-RA	protein_coding	0	1	0	132	0	0	0	0	0	0	0	39	0	0	57	0	0	0	1	0	0	0	0	37
IV00_00037784	IV00_00037784	IV00_00037784-RA	protein_coding	0	0	0	98	0	0	0	0	0	0	0	22	0	0	36	0	0	0	0	0	0	0	0	40
IV00_00037794	IV00_00037794	IV00_00037794-RA	protein_coding	0	0	0	131	17	0	0	0	0	0	0	31	0	0	44	0	0	0	0	0	0	0	0	39
IV00_00037795	IV00_00037795	IV00_00037795-RA	protein_coding	0	0	0	84	0	0	0	0	0	0	0	41	0	0	23	0	0	0	0	0	0	0	0	20
IV00_00037796	IV00_00037796	IV00_00037796-RA	protein_coding	0	0	0	127	0	0	0	0	0	0	0	22	0	0	74	0	0	0	0	0	0	0	0	31
IV00_00037809	IV00_00037809	IV00_00037809-RA	protein_coding	0	0	0	121	1	0	0	0	0	0	0	23	0	0	49	0	0	0	0	0	0	0	0	48
IV00_00037811	IV00_00037811	IV00_00037811-RA	protein_coding	0	0	0	58	8	0	0	0	0	0	0	27	0	0	3	0	0	0	0	0	0	0	0	20
IV00_00037813	IV00_00037813	IV00_00037813-RA	protein_coding	0	0	1	69	0	0	0	1	0	0	0	19	0	0	13	0	0	0	0	0	0	0	0	37
IV00_00037814	IV00_00037814	IV00_00037814-RA	protein_coding	0	1	0	42	0	0	0	0	0	0	0	18	0	0	5	0	0	0	1	0	0	0	0	20
IV00_00037854	IV00_00037854	IV00_00037854-RA	protein_coding	0	0	1	106	0	0	0	0	1	0	0	43	0	0	0	0	0	0	0	0	0	0	0	63
IV00_00037855	IV00_00037855	IV00_00037855-RA	protein_coding	0	0	1	110	0	0	0	0	0	0	1	85	0	0	0	0	0	0	0	0	0	0	0	25
IV00_00037857	IV00_00037857	IV00_00037857-RA	protein_coding	3	2	0	153	0	0	0	0	0	0	0	36	0	3	80	0	0	0	2	0	0	0	0	39
IV00_00037859	IV00_00037859	IV00_00037859-RA	protein_coding	0	0	0	69	0	0	0	0	0	0	0	37	0	0	7	0	0	0	0	0	0	0	0	25
IV00_00037873	IV00_00037873	IV00_00037873-RA	protein_coding	0	2	0	112	0	0	0	0	0	0	0	37	0	0	34	0	0	0	2	0	0	0	0	43
IV00_00037875	IV00_00037875	IV00_00037875-RA	protein_coding	0	0	0	64	0	0	0	0	0	0	0	18	0	0	46	0	0	0	0	0	0	0	0	0
IV00_00037914	IV00_00037914	IV00_00037914-RA	protein_coding	0	0	0	81	0	0	0	0	0	0	0	26	0	0	19	0	0	0	0	0	0	0	0	36
IV00_00037930	IV00_00037930	IV00_00037930-RA	protein_coding	10	0	9	56	0	0	0	4	0	6	0	21	0	9	0	0	0	0	0	1	0	0	0	35
IV00_00037933	IV00_00037933	IV00_00037933-RA	protein_coding	0	2	4	202	0	0	0	0	0	2	2	16	0	0	139	0	0	0	2	0	0	0	0	49
IV00_00037934	IV00_00037934	IV00_00037934-RA	protein_coding	0	1	1	47	1	0	0	1	0	0	0	20	0	0	3	0	0	0	1	0	0	0	0	24
IV00_00037936	IV00_00037936	IV00_00037936-RA	protein_coding	0	0	1	117	0	0	0	0	0	1	0	40	0	0	28	0	0	0	0	0	0	0	0	49
IV00_00037940	IV00_00037940	IV00_00037940-RA	protein_coding	1	0	0	94	0	0	0	0	0	0	0	40	0	1	18	0	0	0	0	0	0	0	0	36
IV00_00037942	IV00_00037942	IV00_00037942-RA	protein_coding	0	0	0	58	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	41
IV00_00037943	IV00_00037943	IV00_00037943-RA	protein_coding	2	0	0	34	0	0	0	0	0	0	0	12	0	2	3	0	0	0	1	0	0	0	0	19
IV00_00037944	IV00_00037944	IV00_00037944-RA	protein_coding	6	0	3	37	0	0	0	1	2	0	0	21	0	4	10	0	0	2	0	0	0	0	0	8
IV00_00037945	IV00_00037945	IV00_00037945-RA	protein_coding	4	0	1	27	0	0	0	0	0	1	0	19	0	4	3	0	0	0	0	0	0	0	0	5
IV00_00037946	IV00_00037946	IV00_00037946-RA	protein_coding	0	0	0	22	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	8
IV00_00037947	IV00_00037947	IV00_00037947-RA	protein_coding	20	1	1	63	0	0	0	0	0	2	0	4	0	18	42	0	0	2	2	0	2	2	0	20
IV00_00037950	IV00_00037950	IV00_00037950-RA	protein_coding	0	0	2	33	0	0	0	2	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	20
IV00_00037951	IV00_00037951	IV00_00037951-RA	protein_coding	0	0	0	24	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	10
IV00_00037955	IV00_00037955	IV00_00037955-RA	protein_coding	0	0	0	29	0	0	0	0	0	0	0	8	0	0	14	0	0	0	0	0	0	0	0	7
IV00_00037956	IV00_00037956	IV00_00037956-RA	protein_coding	0	0	0	25	0	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	7
IV00_00037958	IV00_00037958	IV00_00037958-RA	protein_coding	0	0	0	22	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8
IV00_00037959	IV00_00037959	IV00_00037959-RA	protein_coding	4	0	0	26	0	0	0	0	0	0	0	7	0	4	11	0	0	0	0	0	0	0	0	8
IV00_00037961	IV00_00037961	IV00_00037961-RA	protein_coding	1	0	0	31	0	0	0	0	0	0	0	15	0	1	3	0	0	0	0	0	0	0	0	13
IV00_00037962	IV00_00037962	IV00_00037962-RA	protein_coding	4	0	0	24	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	16
IV00_00037963	IV00_00037963	IV00_00037963-RA	protein_coding	1	1	0	26	0	0	0	0	0	0	0	9	0	1	5	0	0	0	1	0	0	0	0	13
IV00_00037964	IV00_00037964	IV00_00037964-RA	protein_coding	18	1	1	34	0	0	0	1	0	0	1	13	0	17	11	0	0	0	1	0	0	3	0	11
IV00_00037969	IV00_00037969	IV00_00037969-RA	protein_coding	1	0	0	62	1	0	0	0	0	0	0	10	0	1	44	0	0	0	0	0	0	0	0	7
IV00_00037971	IV00_00037971	IV00_00037971-RA	protein_coding	2	0	0	31	0	0	0	0	0	0	0	11	0	2	12	0	0	0	0	0	0	0	0	8
IV00_00037972	IV00_00037972	IV00_00037972-RA	protein_coding	2	0	0	34	0	0	0	0	0	0	0	10	0	2	7	0	0	0	0	0	0	0	0	17
IV00_00037973	IV00_00037973	IV00_00037973-RA	protein_coding	4	0	1	16	0	0	0	1	0	0	0	7	0	4	1	0	0	0	0	0	0	0	0	8
IV00_00037974	IV00_00037974	IV00_00037974-RA	protein_coding	4	0	0	28	0	0	0	0	0	0	0	16	0	4	4	0	0	0	0	0	0	0	0	8
IV00_00037975	IV00_00037975	IV00_00037975-RA	protein_coding	0	0	1	33	0	0	0	0	1	0	0	13	0	0	10	0	0	0	0	0	0	0	0	10
IV00_00037976	IV00_00037976	IV00_00037976-RA	protein_coding	2	0	0	29	0	0	0	0	0	0	0	12	0	2	2	0	0	0	0	0	0	0	0	15
IV00_00037978	IV00_00037978	IV00_00037978-RA	protein_coding	3	0	0	35	0	0	0	0	0	0	0	12	0	3	2	0	0	0	0	0	0	0	0	21
IV00_00037979	IV00_00037979	IV00_00037979-RA	protein_coding	3	0	1	39	0	0	0	1	0	0	0	15	0	3	19	0	0	0	0	0	0	0	0	5
IV00_00037982	IV00_00037982	IV00_00037982-RA	protein_coding	2	0	1	26	0	0	0	1	0	0	0	13	0	2	3	0	0	0	0	0	0	0	0	10
IV00_00037983	IV00_00037983	IV00_00037983-RA	protein_coding	8	1	0	44	0	0	0	0	0	0	0	6	0	7	36	0	0	1	1	0	0	0	0	4
IV00_00037984	IV00_00037984	IV00_00037984-RA	protein_coding	4	0	2	34	0	0	0	0	0	0	2	23	0	4	2	0	0	0	0	0	0	0	0	9
IV00_00037985	IV00_00037985	IV00_00037985-RA	protein_coding	8	9	1	39	0	0	0	0	1	0	0	17	0	8	16	0	0	0	9	0	0	0	0	15
IV00_00037986	IV00_00037986	IV00_00037986-RA	protein_coding	0	0	0	52	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	20
IV00_00037988	IV00_00037988	IV00_00037988-RA	protein_coding	8	0	6	62	0	0	0	0	1	3	2	21	0	7	14	0	1	0	0	0	0	1	0	28
IV00_00037989	IV00_00037989	IV00_00037989-RA	protein_coding	2	0	0	51	0	0	0	0	0	0	0	21	0	2	0	0	0	0	0	0	0	0	0	30
IV00_00037990	IV00_00037990	IV00_00037990-RA	protein_coding	2	0	1	43	0	0	0	0	0	1	0	20	0	2	0	0	0	0	0	0	0	0	0	23
IV00_00037991	IV00_00037991	IV00_00037991-RA	protein_coding	6	0	0	51	0	0	0	0	0	0	0	16	0	6	5	0	0	0	0	0	0	1	0	30
IV00_00037992	IV00_00037992	IV00_00037992-RA	protein_coding	19	0	2	45	0	0	0	0	0	1	3	19	0	16	14	0	0	2	3	0	0	7	0	14
IV00_00037994	IV00_00037994	IV00_00037994-RA	protein_coding	6	4	5	69	0	0	0	0	0	3	2	22	0	6	37	0	1	0	5	0	0	1	0	15
IV00_00037995	IV00_00037995	IV00_00037995-RA	protein_coding	5	0	2	40	0	0	0	0	0	1	1	13	0	5	3	0	0	0	0	0	0	0	0	24
IV00_00037996	IV00_00037996	IV00_00037996-RA	protein_coding	0	0	0	35	0	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	0	0	13
IV00_00037997	IV00_00037997	IV00_00037997-RA	protein_coding	2	0	2	61	0	0	0	2	0	0	0	20	0	1	25	0	1	0	0	0	0	0	0	17
IV00_00037998	IV00_00037998	IV00_00037998-RA	protein_coding	12	0	2	55	0	0	0	0	1	0	1	13	0	12	17	0	0	0	0	0	0	0	0	25
IV00_00037999	IV00_00037999	IV00_00037999-RA	protein_coding	0	0	0	44	0	0	0	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	0	24
IV00_00038000	IV00_00038000	IV00_00038000-RA	protein_coding	6	0	0	19	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	0	1	1	0	9
IV00_00038001	IV00_00038001	IV00_00038001-RA	protein_coding	2	0	0	25	0	0	0	0	0	0	0	13	0	2	4	0	0	0	0	0	0	0	0	8
IV00_00038002	IV00_00038002	IV00_00038002-RA	protein_coding	0	0	0	29	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	17
IV00_00038003	IV00_00038003	IV00_00038003-RA	protein_coding	0	0	0	25	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	14
IV00_00038004	IV00_00038004	IV00_00038004-RA	protein_coding	2	0	1	25	1	0	0	0	0	1	0	8	0	2	9	0	0	0	0	0	0	1	0	7
IV00_00038005	IV00_00038005	IV00_00038005-RA	protein_coding	2	0	0	47	6	0	0	0	0	0	0	21	0	2	5	0	0	0	0	0	1	0	0	15
IV00_00038012	IV00_00038012	IV00_00038012-RA	protein_coding	13	0	4	73	0	0	0	1	0	3	0	31	0	13	28	0	0	0	0	0	0	0	0	14
IV00_00038015	IV00_00038015	IV00_00038015-RA	protein_coding	1	0	1	37	0	0	0	0	0	0	1	15	0	1	4	0	0	0	0	0	0	0	0	18
IV00_00038017	IV00_00038017	IV00_00038017-RA	protein_coding	2	0	2	36	0	0	0	2	0	0	0	9	0	2	17	0	0	0	0	0	0	0	0	10
IV00_00038018	IV00_00038018	IV00_00038018-RA	protein_coding	1	0	0	29	0	0	0	0	0	0	0	22	0	1	1	0	0	0	0	0	0	0	0	6
IV00_00038055	IV00_00038055	IV00_00038055-RA	protein_coding	7	0	2	49	0	0	0	0	0	1	1	31	0	7	0	0	0	0	0	0	0	0	0	18
IV00_00038061	IV00_00038061	IV00_00038061-RA	protein_coding	26	0	5	51	0	0	0	0	0	1	5	27	0	25	17	0	0	0	0	0	1	1	0	7
IV00_00038072	IV00_00038072	IV00_00038072-RA	protein_coding	14	1	1	77	2	0	0	0	1	1	0	41	0	13	18	0	0	0	1	0	1	0	0	17
IV00_00038073	IV00_00038073	IV00_00038073-RA	protein_coding	3	0	0	70	0	0	0	0	0	0	0	24	0	3	7	0	1	0	1	0	0	0	0	40
IV00_00038074	IV00_00038074	IV00_00038074-RA	protein_coding	13	3	2	88	0	0	0	0	0	0	2	21	0	13	41	0	0	0	3	0	0	0	0	29
IV00_00038077	IV00_00038077	IV00_00038077-RA	protein_coding	10	1	1	74	0	0	0	0	1	0	0	34	0	10	10	0	0	0	1	0	0	1	0	31
IV00_00038079	IV00_00038079	IV00_00038079-RA	protein_coding	14	0	4	56	0	0	0	1	1	2	0	31	0	14	0	0	0	0	0	0	1	0	0	25
IV00_00038081	IV00_00038081	IV00_00038081-RA	protein_coding	14	1	2	161	0	0	0	0	0	1	1	9	0	14	120	0	1	0	2	0	0	0	0	34
IV00_00038081	IV00_00038081	IV00_00038081-RB	protein_coding	14	1	2	161	0	0	0	0	0	1	1	9	0	14	120	0	1	0	2	0	0	0	0	34
IV00_00038082	IV00_00038082	IV00_00038082-RA	protein_coding	12	2	5	175	0	0	0	1	0	3	1	35	0	12	90	0	0	1	3	0	0	2	0	53
IV00_00038084	IV00_00038084	IV00_00038084-RA	protein_coding	0	0	0	76	0	0	5	0	0	0	0	25	0	0	10	0	0	0	0	0	0	0	0	36
IV00_00038086	IV00_00038086	IV00_00038086-RA	protein_coding	12	1	4	85	6	0	2	0	3	0	1	25	0	12	31	0	0	0	3	0	0	1	0	22
IV00_00038086	IV00_00038086	IV00_00038086-RB	protein_coding	11	1	4	86	6	0	2	0	3	0	1	25	0	11	32	0	0	0	3	0	0	1	0	22
IV00_00038090	IV00_00038090	IV00_00038090-RA	protein_coding	6	0	2	95	0	0	0	1	0	0	1	31	0	6	26	0	0	0	0	0	0	1	0	38
IV00_00038091	IV00_00038091	IV00_00038091-RA	protein_coding	3	0	3	74	0	0	0	0	0	0	3	30	0	3	6	0	0	0	0	0	0	1	0	38
IV00_00038092	IV00_00038092	IV00_00038092-RA	protein_coding	11	0	4	121	1	0	0	0	1	0	3	30	0	11	55	0	1	0	1	0	0	0	0	36
IV00_00038095	IV00_00038095	IV00_00038095-RA	protein_coding	11	0	1	105	0	0	0	3	0	0	0	13	0	9	60	0	0	2	2	0	0	0	0	34
